met_s,mission_phase,mode_index,mode_holding,mode_flying,gate_id,gate_phase,crew_action,alt_m,speed_mps,srf_speed_mps,vspeed_mps,q_pa,mach,downrange_m,mass_kg,accel_g,thrust_n,att_err_deg,rate_cmd_rads,throttle,torque_cmd,rcs_on,trans_x,trans_y,trans_z,att_point_deg,att_rate_cmd,att_rate_meas,act_pitch,act_yaw,act_roll,ctrl_tq_pitch,ctrl_tq_yaw,rate_pitch_dps,rate_roll_dps,rate_yaw_dps,ctrl_tq_roll,moi_pitch,moi_roll,moi_yaw,rcs_thrust_n,ap_km,pe_km,inc_deg,raan_deg,ullage_stab,clamp_frac,clamp_held,upfg_tgo_s,upfg_vgo_mps,pitch_deg,azimuth_deg,ascent_phase,boost_phase,boost_aoa_deg,engine_mode,ignite_alt_m,descent_speed_mps,rv_phase,lvlh_rx,lvlh_ry,lvlh_rz,rv_range_m,rv_burn_dv,dock_phase,dock_range_m,close_speed_mps,dock_hold,dep_phase,deorbit_phase,entry_phase,bank_deg,com_descent_mode,chute_phase,drogue,main,dv_planned_mps,dv_delivered_mps,dv_residual_mps,fdir_fault,fdir_recovery,fdir_abort,abort_mode,cal_thrust_n,cal_beta,cal_invI,cal_ld,steer_sign,ker_avail,ker_remain_dv,ker_final_dv,ker_cur_twr,ker_cur_thrust_n,steer_loss_mps,grav_loss_mps,drag_loss_mps,cal_kaero,cal_kaero_p,qalpha_cap_deg,aero_ang_accel,aoa_signed_deg,rcsbal_torque_naive,rcsbal_torque_resid,rcsbal_force_frac,cc_dsigma_deg,cc_slope_m_per_rad,warp_rate,eng_ignited,eng_flameout,mmh_frac,nto_frac,skin_temp_frac,rcs_geo_pitch,rcs_geo_yaw,rcs_geo_roll
2.6,-,0,0,0,,,,61218.472416,2145.477927,1880.533943,978.335866,490.238307,6.024358,,85263.180792,1.119386,0,3.731328,-0.183384,0,,1,0,0,0,176.268685,-0.183384,-0.00147,0.052537,1,-0.000022,420794.916291,471449.702743,-0.084212,-0.036402,-5.210999,34964.121046,15228.700195,151.945969,15228.728516,209876.723289,114.409544,-6176.105453,46.421866,354.735439,0.25,,0,,,,,,EntryBurn,0,0,3492.222131,-978.335866,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.540717,,,
2.84,-,0,0,0,,,,61472.33546,2142.578145,1877.486472,975.133896,472.942988,6.021752,,85257.617295,0.840593,0,4.893451,-0.192116,0,,1,0,0,0,175.106546,-0.192116,0.007798,0.057716,1,-0.000652,420839.786001,471492.349372,0.446781,-1.076164,-7.054352,34974.90323,15225.273438,152.049118,15225.415039,209770.386219,114.311674,-6176.429798,46.420956,354.734387,0.25,,0,,,,,,EntryBurn,0,0,3488.700146,-975.133896,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.540838,,,
3.1,-,0,0,0,,,,61725.513066,2141.425763,1876.180574,972.769169,457.360569,6.026444,,85252.053916,0.117397,0,6.674923,-0.197866,0,,1,0,0,0,173.325071,-0.197866,-0.005676,0.055467,1,-0.000507,420975.515954,471490.017849,-0.325226,-0.839829,-7.075956,35048.79603,15224.916016,151.937714,15224.938477,209803.462029,114.310817,-6176.432222,46.421975,354.735659,0.25,,0,,,,,,EntryBurn,0,0,3485.974296,-972.769169,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.538465,,,
3.36,-,0,0,0,,,,61978.059934,2140.27373,1874.875535,970.403732,442.433758,6.03216,,85246.491611,0.019706,0,8.539017,-0.206375,0,,1,0,0,0,171.460984,-0.206375,-0.00258,0.058792,1,-0.000498,421042.649072,471505.546452,-0.147843,-0.826363,-7.216091,35081.414282,15221.130859,151.903122,15221.130859,209802.91605,114.30986,-6176.434997,46.423058,354.73701,0.25,,0,,,,,,EntryBurn,0,0,3483.24333,-970.403732,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.536574,,,
3.62,-,0,0,0,,,,62229.972285,2139.121082,1873.57073,968.036852,427.983985,6.037849,,85240.928233,0.021688,0,10.416912,-0.215944,0,,1,0,0,0,169.583085,-0.215944,0.003505,0.063301,1,-0.0007,421016.924283,471583.80346,0.200834,-1.157883,-7.868968,35016.874769,15218.584961,151.925995,15218.623047,209725.959301,114.308716,-6176.438275,46.424262,354.738513,0.25,,0,,,,,,EntryBurn,0,0,3480.505551,-968.036852,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.536277,,,
3.88,-,0,0,0,,,,62481.253076,2137.967932,1872.265959,965.668978,413.99781,6.043511,,85235.364616,0.023445,0,12.657723,-0.229982,0,,1,0,0,0,167.342285,-0.229982,-0.002872,0.065504,1,-0.000916,420986.054799,471643.088726,-0.164549,-1.514805,-8.849831,34995.837672,15215.925781,151.924973,15215.964844,209777.276516,114.307439,-6176.442076,46.425529,354.740095,0.25,,0,,,,,,EntryBurn,0,0,3477.761392,-965.668978,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.536503,,,
4.16,-,0,0,0,,,,62731.89814,2136.813898,1870.960828,963.299537,400.460392,6.049144,,85229.801714,0.024894,0,14.679395,-0.240613,0,,1,0,0,0,165.320607,-0.240613,-0.002171,0.068736,1,-0.001031,421060.738927,471541.652128,-0.12438,-1.70937,-8.538097,35048.822778,15210.510742,151.852631,15210.515625,209834.384918,114.305972,-6176.446431,46.426863,354.741677,0.25,,0,,,,,,EntryBurn,0,0,3475.011146,-963.299537,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.53705,,,
4.42,-,0,0,0,,,,62981.919266,2135.658385,1869.654937,960.929306,387.358229,6.054746,,85224.238217,0.026756,0,17.084571,-0.252833,0,,1,0,0,0,162.915437,-0.252833,-0.00938,0.070176,1,-0.001163,421135.002455,471643.807797,-0.537455,-1.927439,-9.074048,35071.538045,15212.357422,151.95256,15212.466797,209780.659676,114.304396,-6176.451562,46.42828,354.743445,0.324687,,0,,,,,,EntryBurn,0,0,3472.254545,-960.929306,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.537398,,,
4.68,-,0,0,0,,,,63231.302832,2134.500716,1868.347519,958.557003,374.677467,6.060312,,85218.675435,0.028721,0,19.256239,-0.274099,0,,1,0,0,0,160.743756,-0.274099,-0.011139,0.075752,1,-0.001305,421214.293181,471685.059739,-0.638219,-2.167139,-9.429138,35111.490951,15205.59082,151.839081,15205.548828,209898.421764,114.302567,-6176.457495,46.429776,354.745313,0.425802,,0,,,,,,EntryBurn,0,0,3469.490596,-958.557003,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.53797,,,
4.94,-,0,0,0,,,,63480.041277,2133.340592,1867.038477,956.183588,362.404623,6.065843,,85213.112414,0.030923,0,21.641117,-0.286314,0,,1,0,0,0,158.358884,-0.286314,0.00457,0.083734,1,-0.001457,421422.645716,471708.661247,0.261864,-2.426311,-9.917542,35219.5177,15201.818359,151.889389,15201.75,209819.319248,114.30059,-6176.464401,46.431368,354.747301,0.538284,,0,,,,,,EntryBurn,0,0,3466.720655,-956.183588,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.538406,,,
5.2,-,0,0,0,,,,63728.146731,2132.176647,1865.726394,953.807795,350.525763,6.071332,,85207.548678,0.033453,0,24.238858,-0.315107,0,,1,0,0,0,155.761144,-0.315107,-0.012815,0.087038,1,-0.001602,421231.068023,471739.836171,-0.734217,-2.659139,-9.679842,35083.208793,15198.395508,151.78418,15198.387695,209716.668129,114.298329,-6176.472468,46.433056,354.749408,0.666751,,0,,,,,,EntryBurn,0,0,3463.942652,-953.807795,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.538956,,,
5.44,-,0,0,0,,,,63975.605634,2131.007565,1864.409848,951.428975,339.027249,6.076776,,85201.985061,0.036086,0,26.938329,-0.338751,0,,1,0,0,0,153.06167,-0.338751,-0.010922,0.09436,1,-0.00171,421300.203011,471835.051331,-0.625801,-2.83795,-10.502135,35098.874744,15196.055664,151.87616,15196.114258,209811.84721,114.295706,-6176.481939,46.434818,354.751693,0.78767,,0,,,,,,EntryBurn,0,0,3461.156375,-951.428975,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.539356,,,
5.72,-,0,0,0,,,,64222.426344,2129.833616,1863.089175,949.047515,327.895565,6.082171,,85196.42216,0.038828,0,29.609025,-0.373237,0,,1,0,0,0,150.390965,-0.373237,-0.011468,0.104082,1,-0.002046,421427.040381,471870.162587,-0.657061,-3.400866,-11.267837,35138.014349,15193.674805,151.80481,15193.692383,209857.163429,114.292774,-6176.49279,46.436663,354.753913,0.920153,,0,,,,,,EntryBurn,0,0,3458.362302,-949.047514,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.539774,,,
5.98,-,0,0,0,,,,64468.597881,2128.65368,1861.763131,946.662566,317.117372,6.087515,,85190.85902,0.041649,0,32.420827,-0.408347,0,,1,0,0,0,147.57917,-0.408347,-0.015136,0.113137,1,-0.002217,421348.987531,471971.355286,-0.867226,-3.676248,-11.512391,35071.207556,15192.147461,151.842407,15192.15918,209676.654339,114.289434,-6176.505197,46.438572,354.756298,1,,0,,,,,,EntryBurn,0,0,3455.558919,-946.662566,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.540267,,,
6.22,-,0,0,0,,,,64714.121004,2127.467064,1860.430971,944.273942,306.686223,6.09287,,85185.294688,0.044554,0,35.290524,-0.452716,0,,1,0,0,0,144.709479,-0.452716,-0.01014,0.127278,1,-0.002404,421502.752615,471931.541525,-0.580989,-3.998974,-11.546153,35171.391988,15190.186523,151.802689,15190.118164,209933.974743,114.28567,-6176.519303,46.440535,354.758833,1,,0,,,,,,EntryBurn,0,0,3452.746599,-944.273943,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.540797,,,
6.5,-,0,0,0,,,,64959.000491,2126.273196,1859.092012,941.881126,296.602951,6.098386,,85179.730356,0.047531,0,38.342199,-0.50933,0,,1,0,0,0,141.657808,-0.50933,-0.018143,0.141233,1,-0.002623,421409.268268,472034.931167,-1.03951,-4.350213,-11.92052,35054.900801,15184.160156,151.763092,15184.207031,209922.492504,114.281429,-6176.53519,46.442535,354.761248,1,,0,,,,,,EntryBurn,0,0,3449.924475,-941.881125,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.541252,,,
6.74,-,0,0,0,,,,65203.223135,2125.071207,1857.745258,939.483875,286.852736,6.104051,,85174.166739,0.050519,0,41.372521,-0.568314,0,,1,0,0,0,138.627483,-0.568314,-0.027112,0.155515,1,-0.002846,421559.078495,471914.747573,-1.553401,-4.735265,-12.139009,35166.267077,15179.899414,151.745987,15179.87793,209763.048887,114.276681,-6176.553037,46.444547,354.763846,1,,0,,,,,,EntryBurn,0,0,3447.091946,-939.483875,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.541571,,,
7.02,-,0,0,0,,,,65446.80649,2123.861098,1856.390611,937.08214,277.423719,6.109849,,85168.604434,0.053542,0,44.65687,-0.642806,0,,1,0,0,0,135.343122,-0.642806,-0.024895,0.177602,1,-0.002944,421457.715982,472031.138363,-1.426357,-4.884291,-12.698389,35064.196732,15180.006836,151.754379,15180.056641,209826.133251,114.271433,-6176.572839,46.446557,354.766273,1,,0,,,,,,EntryBurn,0,0,3444.249886,-937.08214,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.54196,,,
7.28,-,0,0,0,,,,65689.723953,2122.641912,1855.026872,934.675203,268.305501,6.115763,,85163.040102,0.056542,0,47.965358,-0.728313,0,,1,0,0,0,132.034646,-0.728313,-0.02944,0.200862,1,-0.003504,421394.332493,472090.890659,-1.686792,-5.801914,-13.061934,34995.355266,15177.000977,151.740646,15177.039063,209967.753887,114.265601,-6176.594747,46.448527,354.768735,1,,0,,,,,,EntryBurn,0,0,3441.396394,-934.675202,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.542695,,,
7.54,-,0,0,0,,,,65931.992847,2121.414028,1853.654359,932.263222,259.488013,6.121776,,85157.476127,0.05956,0,51.219182,-0.826304,0,,1,0,0,0,128.780823,-0.826304,-0.035488,0.227197,1,-0.004153,421463.856131,472097.216753,-2.033319,-6.886401,-12.830513,35039.793094,15173.451172,151.726517,15173.523438,209776.73173,114.259209,-6176.61869,46.450448,354.771134,1,,0,,,,,,EntryBurn,0,0,3438.531883,-932.263222,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.543953,,,
7.8,-,0,0,0,,,,66173.614576,2120.177221,1852.272509,929.845648,250.961043,6.127874,,85151.913583,0.062414,0,54.904027,-0.939884,0,,1,0,0,0,125.095975,-0.939884,-0.033929,0.260229,1,-0.00437,421409.560971,472136.48045,-1.944002,-7.238518,-13.81761,34987.141938,15168.744141,151.662827,15168.735352,209964.590073,114.252209,-6176.644664,46.45227,354.773412,1,,0,,,,,,EntryBurn,0,0,3435.656301,-929.845648,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.545267,,,
8.06,-,0,0,0,,,,66414.580265,2118.932182,1850.881853,927.422876,242.7151,6.134042,,85146.358907,0.06508,0,58.456325,-1.072327,0,,1,0,0,0,121.543675,-1.072327,-0.044008,0.295403,1,-0.005025,421333.187674,472194.107695,-2.521459,-8.305118,-14.025667,34916.295915,15167.368164,151.674225,15167.386719,205152.635574,114.244642,-6176.67255,46.453969,354.775534,1,,0,,,,,,EntryBurn,0,0,3432.76955,-927.422876,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.546638,,,
8.32,-,0,0,0,,,,66654.89868,2117.679229,1849.482482,924.994223,234.740972,6.140265,,85140.864789,0.067614,0,62.198047,-1.225763,0,,1,0,0,0,117.801962,-1.225763,-0.05879,0.334937,1,-0.005461,421643.939089,472150.361837,-3.368415,-9.076766,-14.171762,35121.479484,15165.108398,151.707504,15165.115234,207144.975662,114.236444,-6176.702206,46.455518,354.777471,1,,0,,,,,,EntryBurn,0,0,3429.874502,-924.994223,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.548063,,,
8.58,-,0,0,0,,,,66894.564571,2116.419463,1848.075289,922.561251,227.030003,6.146529,,85135.313809,0.069752,0,65.929353,-1.399467,0,,1,0,0,0,114.07065,-1.399467,-0.063052,0.383398,0.983471,-0.006435,421742.117572,472203.907686,-3.612598,-10.706548,-14.218222,35165.491019,15161.839844,151.75972,15161.946289,211486.077309,114.227779,-6176.733535,46.456873,354.779164,1,,0,,,,,,EntryBurn,0,0,3426.965704,-922.561251,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.549541,,,
8.84,-,0,0,0,,,,67133.588034,2115.155085,1846.662112,920.123437,219.573133,6.152826,,85129.661262,0.071353,0,69.974369,-1.602231,0,,1,0,0,0,110.025627,-1.602231,-0.075479,0.437955,0.946225,-0.007051,421629.748334,472208.853648,-4.32463,-11.707873,-14.957039,35072.432306,15156.177734,151.645218,15156.235352,216224.515438,114.218608,-6176.765971,46.457998,354.78057,1,,0,,,,,,EntryBurn,0,0,3424.03955,-920.123437,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.551077,,,
9.08,-,0,0,0,,,,67371.974814,2113.887599,1845.244291,917.681122,212.362039,6.159143,,85123.819888,0.072481,0,74.143722,-1.828896,0,,1,0,0,0,105.856278,-1.828896,-0.081308,0.501302,0.923563,-0.007689,421630.910422,472235.562191,-4.658581,-12.763368,-15.15293,35049.145837,15156.188477,151.604019,15156.209961,225739.72702,114.208976,-6176.7992,46.458874,354.78175,1,,0,,,,,,EntryBurn,0,0,3421.09229,-917.681122,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.552678,,,
9.36,-,0,0,0,,,,67609.725879,2112.615359,1843.820377,915.234985,205.388395,6.16547,,85117.408216,0.074088,0,78.210664,-2.082967,0,,1,0,0,0,101.789344,-2.082967,-0.093334,0.570516,1,-0.008504,421668.327827,472265.541899,-5.347624,-14.11936,-15.327758,35051.386045,15151.760742,151.585526,15151.814453,251988.065243,114.198944,-6176.833679,46.459513,354.782464,1,,0,,,,,,EntryBurn,0,0,3418.101799,-915.234986,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.554318,,,
9.6,-,0,0,0,,,,67846.844307,2111.341082,1842.392794,912.785865,198.643741,6.171787,,85110.57204,0.075669,0,82.484743,-2.363701,0,,1,0,0,0,97.515265,-2.363701,-0.098328,0.649392,1,-0.008838,421726.960691,472352.763236,-5.633775,-14.679643,-15.625466,35061.390094,15149.398438,151.555832,15149.389648,266080.932617,114.188611,-6176.868858,46.459875,354.783001,1,,0,,,,,,EntryBurn,0,0,3415.077347,-912.785865,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.555986,,,
9.88,-,0,0,0,,,,68083.337463,2110.06819,1840.964825,910.334824,192.120762,6.178093,,85103.355467,0.076017,0,86.896277,-2.673276,0,,1,0,0,0,93.103719,-2.673276,-0.11952,0.731947,1,-0.009631,421644.806286,472317.759043,-6.84802,-15.962952,-16.32585,34982.467962,15144.133789,151.543427,15144.166992,277980.189323,114.178091,-6176.90405,46.459952,354.783014,1,,0,,,,,,EntryBurn,0,0,3412.023454,-910.334823,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.557671,,,
10.12,-,0,0,0,,,,68319.219076,2108.799589,1839.539274,907.883964,185.811535,6.184382,,85095.881879,0.075656,0,91.314521,-3.007083,0,,1,0,0,0,88.685484,-3.007083,-0.134553,0.823189,1,-0.010179,421614.216098,472317.83173,-7.709318,-16.855932,-16.002302,34946.410049,15140.741211,151.528244,15140.756836,285627.698898,114.167614,-6176.938793,46.459722,354.78281,1,,0,,,,,,EntryBurn,0,0,3408.948558,-907.883964,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.559344,,,
10.4,-,0,0,0,,,,68554.49463,2107.537662,1838.118664,905.434478,179.70895,6.19065,,85088.162005,0.074551,0,95.844816,-3.361182,0,,1,0,0,0,84.155189,-3.361182,-0.147742,0.920474,1,-0.010699,421678.762477,472394.658826,-8.464966,-17.734703,-16.364622,34989.223974,15136.311523,151.556595,15136.357422,297621.355057,114.157307,-6176.972652,46.45921,354.782085,1,,0,,,,,,EntryBurn,0,0,3405.854538,-905.434479,,,,,,,,,,,,,,,,,,,,,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0.560865,,,
